Sensor position, angle , timestamp, and quality in inches, degrees and seconds, respectively

 x            y            z            a            e            r            timestamp          quality
+3.13330078 +0.42187500 -8.38916016 -54.42626953 -67.89550781 -93.18603516 +1554389018.28940010 +1116
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.78173828 +1554389018.28940010 +472
+3.12011719 +0.52294922 -8.35839844 -55.12939453 -67.32421875 -92.52685547 +1554389018.29360008 +1116
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.29360008 +468
+3.10693359 +0.61523438 -8.32324219 -55.76660156 -66.81884766 -91.95556641 +1554389018.29780006 +1116
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.29780006 +468
+3.09814453 +0.70751953 -8.28808594 -56.38183594 -66.33544922 -91.40625000 +1554389018.30189991 +1116
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.30189991 +468
+3.08935547 +0.80419922 -8.25732422 -56.97509766 -65.80810547 -90.87890625 +1554389018.30609989 +1120
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.30609989 +468
+3.08496094 +0.89648438 -8.22216797 -57.63427734 -65.32470703 -90.32958984 +1554389018.31030011 +1128
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.31030011 +468
+3.08056641 +0.98437500 -8.18701172 -58.24951172 -64.84130859 -89.80224609 +1554389018.31439996 +1132
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.31439996 +468
+3.08056641 +1.07666016 -8.15625000 -58.79882813 -64.35791016 -89.36279297 +1554389018.31859994 +1136
+14.58544922 +2.83447266 +1.61279297 -169.69482422 +1.99951172 +128.80371094 +1554389018.31859994 +468
+3.08496094 +1.16455078 -8.12109375 -59.45800781 -63.87451172 -88.76953125 +1554389018.32279992 +1144
